sku_id,product_name,category,subcategory,store_section,size,color,MRP,cost_price,season_status
P20-10-GREY,Sneakers,Footwear,Shoes,Men,10,Grey,1499.00,690.00,Core
P21-4-TAN,Sandals,Footwear,Sandals,Women,4,Tan,999.00,430.00,Core
P21-4-BLACK,Sandals,Footwear,Sandals,Women,4,Black,999.00,430.00,Core
P21-4-GOLD,Sandals,Footwear,Sandals,Women,4,Gold,999.00,430.00,Core
P21-5-TAN,Sandals,Footwear,Sandals,Women,5,Tan,999.00,430.00,Core
P21-5-BLACK,Sandals,Footwear,Sandals,Women,5,Black,999.00,430.00,Core
P21-5-GOLD,Sandals,Footwear,Sandals,Women,5,Gold,999.00,430.00,Core
P21-6-TAN,Sandals,Footwear,Sandals,Women,6,Tan,999.00,430.00,Core
P21-6-BLACK,Sandals,Footwear,Sandals,Women,6,Black,999.00,430.00,Core
P21-6-GOLD,Sandals,Footwear,Sandals,Women,6,Gold,999.00,430.00,Core
P21-7-TAN,Sandals,Footwear,Sandals,Women,7,Tan,999.00,430.00,Core
P21-7-BLACK,Sandals,Footwear,Sandals,Women,7,Black,999.00,430.00,Core
P21-7-GOLD,Sandals,Footwear,Sandals,Women,7,Gold,999.00,430.00,Core
P21-8-TAN,Sandals,Footwear,Sandals,Women,8,Tan,999.00,430.00,Core
P21-8-BLACK,Sandals,Footwear,Sandals,Women,8,Black,999.00,430.00,Core
P21-8-GOLD,Sandals,Footwear,Sandals,Women,8,Gold,999.00,430.00,Core
P22-10C-BLUE,Kids Sports Shoes,Footwear,Kids Shoes,Kids,10C,Blue,899.00,405.00,Seasonal
P22-10C-PINK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,10C,Pink,899.00,405.00,Seasonal
P22-10C-BLACK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,10C,Black,899.00,405.00,Seasonal
P22-11C-BLUE,Kids Sports Shoes,Footwear,Kids Shoes,Kids,11C,Blue,899.00,405.00,Seasonal
P22-11C-PINK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,11C,Pink,899.00,405.00,Seasonal
P22-11C-BLACK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,11C,Black,899.00,405.00,Seasonal
P22-12C-BLUE,Kids Sports Shoes,Footwear,Kids Shoes,Kids,12C,Blue,899.00,405.00,Seasonal
P22-12C-PINK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,12C,Pink,899.00,405.00,Seasonal
P22-12C-BLACK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,12C,Black,899.00,405.00,Seasonal
P22-13C-BLUE,Kids Sports Shoes,Footwear,Kids Shoes,Kids,13C,Blue,899.00,405.00,Seasonal
P22-13C-PINK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,13C,Pink,899.00,405.00,Seasonal
P22-13C-BLACK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,13C,Black,899.00,405.00,Seasonal
P22-1Y-BLUE,Kids Sports Shoes,Footwear,Kids Shoes,Kids,1Y,Blue,899.00,405.00,Seasonal
P22-1Y-PINK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,1Y,Pink,899.00,405.00,Seasonal
P22-1Y-BLACK,Kids Sports Shoes,Footwear,Kids Shoes,Kids,1Y,Black,899.00,405.00,Seasonal
P23-7-BLACK,Flip Flops,Footwear,Casual Footwear,Men,7,Black,399.00,148.00,Core
P23-7-NAVY,Flip Flops,Footwear,Casual Footwear,Men,7,Navy,399.00,148.00,Core
P23-7-GREY,Flip Flops,Footwear,Casual Footwear,Men,7,Grey,399.00,148.00,Core
P23-8-BLACK,Flip Flops,Footwear,Casual Footwear,Men,8,Black,399.00,148.00,Core
P23-8-NAVY,Flip Flops,Footwear,Casual Footwear,Men,8,Navy,399.00,148.00,Core
P23-8-GREY,Flip Flops,Footwear,Casual Footwear,Men,8,Grey,399.00,148.00,Core
P23-9-BLACK,Flip Flops,Footwear,Casual Footwear,Men,9,Black,399.00,148.00,Core
P23-9-NAVY,Flip Flops,Footwear,Casual Footwear,Men,9,Navy,399.00,148.00,Core
P23-9-GREY,Flip Flops,Footwear,Casual Footwear,Men,9,Grey,399.00,148.00,Core
P23-10-BLACK,Flip Flops,Footwear,Casual Footwear,Men,10,Black,399.00,148.00,Core
P23-10-NAVY,Flip Flops,Footwear,Casual Footwear,Men,10,Navy,399.00,148.00,Core
P23-10-GREY,Flip Flops,Footwear,Casual Footwear,Men,10,Grey,399.00,148.00,Core
P24-ONESIZE-BLACK,Handbag,Accessories,Bags,Accessories,OneSize,Black,999.00,410.00,Core
P24-ONESIZE-TAN,Handbag,Accessories,Bags,Accessories,OneSize,Tan,999.00,410.00,Core
P24-ONESIZE-MAROON,Handbag,Accessories,Bags,Accessories,OneSize,Maroon,999.00,410.00,Core
P25-ONESIZE-BLACK,Sling Bag,Accessories,Bags,Accessories,OneSize,Black,699.00,285.00,Core
P25-ONESIZE-PINK,Sling Bag,Accessories,Bags,Accessories,OneSize,Pink,699.00,285.00,Core
P25-ONESIZE-BEIGE,Sling Bag,Accessories,Bags,Accessories,OneSize,Beige,699.00,285.00,Core
P26-32-BLACK,Belt,Accessories,Belts,Accessories,32,Black,399.00,145.00,Core
P26-32-BROWN,Belt,Accessories,Belts,Accessories,32,Brown,399.00,145.00,Core
P26-34-BLACK,Belt,Accessories,Belts,Accessories,34,Black,399.00,145.00,Core
P26-34-BROWN,Belt,Accessories,Belts,Accessories,34,Brown,399.00,145.00,Core
P26-36-BLACK,Belt,Accessories,Belts,Accessories,36,Black,399.00,145.00,Core
P26-36-BROWN,Belt,Accessories,Belts,Accessories,36,Brown,399.00,145.00,Core
P26-38-BLACK,Belt,Accessories,Belts,Accessories,38,Black,399.00,145.00,Core
P26-38-BROWN,Belt,Accessories,Belts,Accessories,38,Brown,399.00,145.00,Core
P27-ONESIZE-BLACK,Wallet,Accessories,Wallets,Accessories,OneSize,Black,499.00,195.00,Core
P27-ONESIZE-BROWN,Wallet,Accessories,Wallets,Accessories,OneSize,Brown,499.00,195.00,Core
P27-ONESIZE-TAN,Wallet,Accessories,Wallets,Accessories,OneSize,Tan,499.00,195.00,Core
P28-ONESIZE-MULTICOL,Hair Accessories Set,Accessories,Hair Accessories,Accessories,OneSize,Multicolor,199.00,62.00,Core
P28-ONESIZE-PINK,Hair Accessories Set,Accessories,Hair Accessories,Accessories,OneSize,Pink,199.00,62.00,Core
P28-ONESIZE-BLACK,Hair Accessories Set,Accessories,Hair Accessories,Accessories,OneSize,Black,199.00,62.00,Core
P29-ONESIZE-BLACK,Cap,Accessories,Headwear,Accessories,OneSize,Black,299.00,105.00,Seasonal
P29-ONESIZE-NAVY,Cap,Accessories,Headwear,Accessories,OneSize,Navy,299.00,105.00,Seasonal
P29-ONESIZE-BEIGE,Cap,Accessories,Headwear,Accessories,OneSize,Beige,299.00,105.00,Seasonal
P30-ONESIZE-FLORAL,Scarf,Accessories,Scarves,Accessories,OneSize,Floral,499.00,205.00,Markdown
P30-ONESIZE-MAROON,Scarf,Accessories,Scarves,Accessories,OneSize,Maroon,499.00,205.00,Markdown
P30-ONESIZE-TEAL,Scarf,Accessories,Scarves,Accessories,OneSize,Teal,499.00,205.00,Markdown
P31-ONESIZE-RED,Ethnic Dupatta,Accessories,Dupattas,Women,OneSize,Red,599.00,240.00,Seasonal
P31-ONESIZE-MUSTARD,Ethnic Dupatta,Accessories,Dupattas,Women,OneSize,Mustard,599.00,240.00,Seasonal
P31-ONESIZE-GREEN,Ethnic Dupatta,Accessories,Dupattas,Women,OneSize,Green,599.00,240.00,Seasonal
P32-4-BLACK,Women Flats,Footwear,Flats,Women,4,Black,799.00,340.00,Core
P32-4-BEIGE,Women Flats,Footwear,Flats,Women,4,Beige,799.00,340.00,Core
P32-4-SILVER,Women Flats,Footwear,Flats,Women,4,Silver,799.00,340.00,Core
P32-5-BLACK,Women Flats,Footwear,Flats,Women,5,Black,799.00,340.00,Core
P32-5-BEIGE,Women Flats,Footwear,Flats,Women,5,Beige,799.00,340.00,Core
P32-5-SILVER,Women Flats,Footwear,Flats,Women,5,Silver,799.00,340.00,Core
P32-6-BLACK,Women Flats,Footwear,Flats,Women,6,Black,799.00,340.00,Core
P32-6-BEIGE,Women Flats,Footwear,Flats,Women,6,Beige,799.00,340.00,Core
P32-6-SILVER,Women Flats,Footwear,Flats,Women,6,Silver,799.00,340.00,Core
P32-7-BLACK,Women Flats,Footwear,Flats,Women,7,Black,799.00,340.00,Core
P32-7-BEIGE,Women Flats,Footwear,Flats,Women,7,Beige,799.00,340.00,Core
P32-7-SILVER,Women Flats,Footwear,Flats,Women,7,Silver,799.00,340.00,Core
P32-8-BLACK,Women Flats,Footwear,Flats,Women,8,Black,799.00,340.00,Core
P32-8-BEIGE,Women Flats,Footwear,Flats,Women,8,Beige,799.00,340.00,Core
P32-8-SILVER,Women Flats,Footwear,Flats,Women,8,Silver,799.00,340.00,Core
